runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value, root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of classifying conflicts,runtime of building MDDs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name
0.079,47,88,7073,23610,524,524,514,516,78,12,4,0,31,0,0,0,0,0,0,0.013,0.013,0.059,0.059,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-19.agents
0.22,162,319,29985,95395,569,569,560,564,86,19,40,0,103,0,0,0,0,0,0.003,0.026,0.024,0.181,0.184,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-20.agents
13.013,8375,16325,1734367,4206003,518,518,498,503,5609,5382,676,47,2270,0,0,0,0.009,0.003,0.177,2.49,2.226,10.23,10.432,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-21.agents
0.053,30,60,3550,13172,518,518,513,514,34,16,4,0,10,0,0,0,0,0,0.001,0.004,0.003,0.038,0.039,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-22.agents
0.937,803,1508,75352,243921,568,568,558,563,443,635,65,15,88,0,0,0,0.002,0.001,0.026,0.123,0.101,0.768,0.797,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-23.agents
2.125,1340,2575,188659,598206,562,562,554,556,905,943,42,8,347,0,0,0,0.004,0,0.029,0.366,0.316,1.687,1.721,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-24.agents
3.459,2060,3924,383563,1091011,565,565,550,555,1131,1118,138,38,766,0,0,0,0.008,0.001,0.034,0.861,0.764,2.515,2.556,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-25.agents
0.212,129,254,24000,78895,580,580,573,574,105,23,8,4,94,0,0,0,0,0,0.004,0.027,0.025,0.17,0.174,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-26.agents
0.12,56,109,9431,34320,614,614,604,607,66,20,6,0,30,0,0,0,0,0,0.001,0.01,0.01,0.098,0.099,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-27.agents
0.576,329,591,84109,192798,578,578,567,571,249,179,17,0,133,0,0,0,0.001,0.001,0.009,0.071,0.067,0.476,0.486,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-28.agents
1.752,1260,2405,194906,532859,504,504,486,489,688,697,54,36,473,0,0,0,0.001,0,0.018,0.36,0.303,1.343,1.37,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-29.agents
0.491,357,712,35755,132391,478,478,469,472,346,140,69,0,148,0,0,0,0.001,0,0.01,0.064,0.062,0.403,0.415,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-30.agents
0.157,119,234,12674,39107,550,550,540,545,83,79,16,0,24,0,0,0,0.001,0,0.001,0.017,0.016,0.13,0.131,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-31.agents
0.329,218,420,27029,81144,534,534,529,529,138,152,23,0,43,0,0,0,0.002,0,0.001,0.049,0.042,0.265,0.266,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-32.agents
0.089,63,118,9518,25805,505,505,498,501,41,42,8,0,13,0,0,0,0,0,0.002,0.01,0.007,0.069,0.071,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-33.agents
0.201,130,254,23003,69477,500,500,491,493,71,46,23,0,61,0,0,0,0,0,0.001,0.04,0.037,0.152,0.153,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-34.agents
7.934,5924,11117,719280,1972978,525,525,512,517,3832,4512,280,39,1093,0,0,0,0.01,0.002,0.122,1.459,1.097,6.257,6.396,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-35.agents
0.365,221,443,36697,110000,561,561,554,558,190,68,30,0,123,0,0,0,0,0,0.007,0.042,0.036,0.305,0.312,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-36.agents
0.035,14,28,2521,9567,547,547,543,545,23,3,7,0,4,0,0,0,0,0,0,0.003,0.003,0.023,0.023,0.011,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-37.agents
0.103,87,173,9227,30460,509,509,497,501,56,29,20,0,38,0,0,0,0,0,0.004,0.011,0.01,0.078,0.083,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-38.agents
0.132,86,170,15233,44433,557,557,550,553,74,29,8,0,49,0,0,0,0.002,0,0,0.018,0.017,0.104,0.104,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-39.agents
0.035,11,23,2450,8557,538,538,534,535,15,7,0,0,4,0,0,0,0,0,0,0.004,0.004,0.02,0.021,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-40.agents
0.028,9,19,1727,6822,519,519,517,518,12,3,1,0,5,0,0,0,0,0,0.001,0.003,0.002,0.015,0.016,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-41.agents
2.456,2003,3895,321171,855556,539,539,525,529,728,162,199,0,1642,0,0,0,0.007,0,0.029,0.214,0.19,2.168,2.205,0.011,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-42.agents
0.173,140,281,12434,45018,549,549,541,542,111,25,13,0,102,0,0,0,0,0,0.003,0.025,0.02,0.135,0.139,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-43.agents
0.267,155,307,15552,59081,474,474,465,468,297,89,27,0,39,0,0,0,0,0,0.004,0.028,0.025,0.226,0.231,0.01,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-44.agents
0.43,214,421,44598,130991,636,636,628,631,160,59,7,0,148,0,0,0,0,0,0.007,0.064,0.062,0.342,0.351,0.011,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-45.agents
0.107,38,76,15884,32859,512,512,495,496,34,14,11,0,13,0,0,0,0,0,0.002,0.022,0.018,0.071,0.073,0.011,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-46.agents
0.051,20,39,3973,14543,599,599,593,595,28,7,2,0,11,0,0,0,0.001,0,0,0.009,0.008,0.032,0.032,0.008,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-47.agents
0.133,64,123,20385,43725,568,568,550,554,41,32,15,1,16,0,0,0,0,0,0,0.029,0.027,0.095,0.095,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-48.agents
0.182,142,283,20819,57383,487,487,472,474,95,38,6,0,98,0,0,0,0,0,0.003,0.026,0.022,0.146,0.149,0.009,Disjoint CG+RM+C+T+BP with AStar,D:\MAPF-instances\10obs-20x20\10obs-20x20map-40agents-49.agents
